City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,puerto lempira,15.2667,-83.7667,31.08,66,40,4.12,HN,1731181761
366,winnemucca,40.973,-117.7357,10.03,32,0,1.54,US,1731181762
367,grand gaube,-20.0064,57.6608,25.21,85,4,0.45,MU,1731181763
368,poronaysk,49.2167,143.1167,-1.26,77,14,1.47,RU,1731181764
369,omurtag,43.1,26.4167,3.41,67,100,3.53,BG,1731181765
370,palapag,12.5458,125.1147,25.46,94,100,2.96,PH,1731181766
371,vytegra,61.0064,36.4481,3.77,79,14,5.86,RU,1731181767
372,lazaro cardenas,17.9583,-102.2,29.8,63,20,3.79,MX,1731181185
373,peniche,39.3558,-9.3811,16.23,90,7,6.32,PT,1731181770
374,gaspe,48.8334,-64.4819,1.12,60,75,6.69,CA,1731181771
375,tokar,18.4254,37.729,29.57,71,16,5.88,SD,1731181772
376,jose pedro varela,-33.45,-54.5333,22.82,49,0,1.38,UY,1731181773
377,holualoa,19.6228,-155.9522,26.42,74,20,3.09,US,1731181774
378,kapuskasing,49.4169,-82.4331,8.05,53,20,9.77,CA,1731181775
379,si sa ket,14.8333,104.3333,20.06,76,85,2.39,TH,1731181776
380,kudahuvadhoo,2.6708,72.8944,27.94,76,95,5.04,MV,1731181777
381,sao felix do xingu,-6.6447,-51.995,33.09,46,100,2.54,BR,1731181778
382,urangan,-25.3,152.9,24.49,77,100,3.17,AU,1731181780
383,kiama,-34.6833,150.8667,17.99,88,100,1.37,AU,1731181781
384,luau,-10.7073,22.2247,19.69,92,100,1.68,AO,1731181782
385,kurumkan,54.3,110.3,-9.25,87,64,1.38,RU,1731181783
386,wenshui,28.4506,106.5267,13.16,91,100,0.83,CN,1731181784
387,nephi,39.7102,-111.8363,9.42,38,2,1.5,US,1731181785
388,malvan,16.0667,73.4667,25.87,58,100,2.63,IN,1731181786
389,nueva concepcion,14.2,-91.3,29.87,70,100,3.01,GT,1731181787
390,letterkenny,54.95,-7.7333,10.67,92,100,3.55,IE,1731181788
391,margate,51.3813,1.3862,8.16,87,100,2.39,GB,1731181790
392,la romana,18.4273,-68.9728,29.2,94,75,0.0,DO,1731181791
393,tomatlan,19.9333,-105.25,31.48,53,15,3.35,MX,1731181792
394,granby,45.4001,-72.7324,7.25,35,0,2.06,CA,1731181793
395,nar'yan-mar,67.6713,53.087,-3.57,77,94,6.49,RU,1731181794
396,brownwood,31.7093,-98.9912,20.54,41,0,0.61,US,1731181662
397,jiazi,22.8779,116.067,22.55,85,100,8.23,CN,1731181796
398,weno,7.4515,151.8468,28.97,74,75,1.54,FM,1731181797
399,ulladulla,-35.35,150.4667,17.9,63,99,5.01,AU,1731181798
400,darnah,32.767,22.6367,18.72,63,100,7.79,LY,1731181799
401,haiku-pauwela,20.9219,-156.3051,25.65,78,40,8.75,US,1731181254
402,whitehorse,60.7161,-135.0538,-0.57,80,75,6.17,CA,1731181802
403,boise,43.6135,-116.2035,11.19,50,92,0.45,US,1731181582
404,cobija,-11.0267,-68.7692,26.1,94,75,4.12,BO,1731181804
405,rio grande,-32.035,-52.0986,19.54,58,0,4.63,BR,1731181805
406,al jawf,29.5,38.75,19.25,58,98,6.39,SA,1731181245
407,grand falls-windsor,48.9332,-55.6649,0.78,80,100,8.27,CA,1731181682
408,san luis de la loma,17.2706,-100.8939,29.84,67,94,3.05,MX,1731181808
409,eureka,40.8021,-124.1637,16.78,58,100,0.45,US,1731181809
410,yantai,37.5333,121.4,13.52,67,100,2.86,CN,1731181740
411,usogorsk,63.4106,48.6872,-1.54,88,97,4.28,RU,1731181811
412,crane,31.3974,-102.3501,20.79,17,0,3.12,US,1731181813
413,el nido,11.1858,119.3956,25.64,97,7,0.17,PH,1731181814
414,battambang,13.1027,103.1982,24.14,77,100,0.77,KH,1731181815
415,acarau,-2.8856,-40.12,27.1,72,39,8.55,BR,1731181816
416,turkmenabat,39.0733,63.5786,4.99,87,0,1.03,TM,1731181817
417,el granada,37.5027,-122.4694,19.13,83,0,3.6,US,1731181818
418,mount pearl,47.5166,-52.7813,5.08,92,75,5.66,CA,1731181819
419,ceeldheer,3.8488,47.1806,26.48,82,71,4.5,SO,1731181820
420,enoch,37.7733,-113.0244,12.49,36,0,0.45,US,1731181822
421,kashgar,39.4547,75.9797,10.56,29,20,4.0,CN,1731181823
422,choibalsan,48.0667,114.5,-5.24,81,1,3.97,MN,1731181824
423,karratha,-20.7377,116.8463,27.72,27,75,4.11,AU,1731181827
424,kill devil hills,36.0307,-75.676,15.55,60,0,6.69,US,1731181828
425,aswan,24.0934,32.907,25.61,29,0,2.06,EG,1731181669
426,happy valley-goose bay,53.3168,-60.3315,1.17,51,75,5.66,CA,1731181830
427,rabigh,22.7986,39.0349,28.59,64,5,2.66,SA,1731181831
428,antalaha,-14.9003,50.2788,22.13,81,4,2.51,MG,1731181832
429,miramar beach,30.3744,-86.3586,28.12,77,75,4.63,US,1731181726
430,krusevac,43.58,21.3339,4.43,57,70,0.56,RS,1731181834
431,marondera,-18.1853,31.5519,20.0,47,81,3.86,ZW,1731181835
432,bonthe,7.5264,-12.505,26.57,81,27,2.62,SL,1731181836
433,puerto armuelles,8.2833,-82.8667,23.94,92,100,1.79,PA,1731181545
434,khorixas,-20.3667,14.9667,20.64,36,1,4.37,NA,1731181839
435,kushuhum,47.7144,35.2092,6.26,69,29,2.71,UA,1731181840
436,bria,6.5423,21.9863,21.9,80,100,0.22,CF,1731181841
437,rabaul,-4.1967,152.1721,26.78,80,100,2.91,PG,1731181842
438,kasongo-lunda,-6.4667,16.8167,20.82,99,100,0.62,CD,1731181843
439,olyokminsk,60.3736,120.4264,-16.06,98,66,1.61,RU,1731181844
440,borovichi,58.3878,33.9155,6.11,80,100,3.69,RU,1731181845
441,arenapolis,-14.4503,-56.8461,26.42,73,100,2.26,BR,1731181846
442,temryuk,45.2722,37.3811,7.45,73,100,5.05,RU,1731181849
443,klaksvik,62.2266,-6.589,9.36,97,96,8.49,FO,1731181850
444,wajir,1.7471,40.0573,30.69,41,88,3.7,KE,1731181851
445,kingston,17.997,-76.7936,28.53,84,75,2.06,JM,1731181831
446,lensk,60.7253,114.9278,-7.03,92,100,4.45,RU,1731181853
447,pechora,65.1472,57.2244,-7.34,90,87,5.5,RU,1731181854
448,floresville,29.1336,-98.1561,28.26,26,5,3.78,US,1731181742
449,santa rita do passa quatro,-21.7103,-47.4781,23.62,79,37,2.92,BR,1731181856
450,kpandu,6.9954,0.2931,27.07,65,100,2.62,GH,1731181857
451,diawara,15.022,-12.5437,30.57,14,0,2.55,SN,1731181858
452,belmonte,-15.8631,-38.8828,26.19,83,46,5.59,BR,1731181859
453,walvis bay,-22.9575,14.5053,16.53,77,10,2.57,NA,1731181860
454,guerrero negro,27.9769,-114.0611,23.85,24,0,3.21,MX,1731181862
455,kayangel,8.0823,134.7173,28.95,72,54,3.53,PW,1731181863
456,arraial do cabo,-22.9661,-42.0278,21.98,94,75,7.2,BR,1731181703
457,pangody,65.85,74.4859,-5.43,96,100,3.09,RU,1731181865
458,queenstown,-31.8976,26.8753,14.02,86,100,2.64,ZA,1731181866
459,remire-montjoly,4.9167,-52.2667,32.02,66,20,6.69,GF,1731181867
460,jayapura,-2.5333,140.7,23.66,94,100,1.79,ID,1731181868
461,saipan,15.1355,145.701,27.03,89,100,2.68,MP,1731181869
462,zavodskoy,43.4597,132.2922,5.77,93,100,2.0,RU,1731181870
463,constitucion,-35.3333,-72.4167,18.08,71,99,7.42,CL,1731181638
464,abepura,-2.6333,140.5833,23.45,100,20,1.03,ID,1731181873
465,mount isa,-20.7333,139.5,27.87,44,99,3.6,AU,1731181874
466,norton shores,43.1689,-86.2639,13.01,63,75,4.63,US,1731181875
467,labuan bajo,-8.4964,119.8877,26.25,84,85,1.42,ID,1731181876
468,carnarvon,-24.8667,113.6333,19.85,78,9,10.33,AU,1731181877
469,yarmouth,41.7057,-70.2286,10.61,45,0,8.94,US,1731181879
470,arno,60.1167,18.6333,4.53,94,0,1.55,SE,1731181880
471,booue,-0.0921,11.9385,22.17,99,100,0.96,GA,1731181882
472,sandnessjoen,66.0217,12.6316,7.9,71,35,4.76,NO,1731181883
473,coahuayana de hidalgo,18.7,-103.6583,31.56,55,1,3.21,MX,1731181884
474,ivankiv,50.9386,29.8943,2.42,85,25,0.85,UA,1731181885
475,constantia,44.1833,28.65,5.39,86,85,7.93,RO,1731181886
476,adler,43.43,39.92,8.09,81,0,3.0,RU,1731181887
477,ta`u,-14.2336,-169.5144,26.95,82,97,9.37,AS,1731181888
478,gewane,10.1664,40.6453,27.54,45,0,5.88,ET,1731181890
479,black river,18.0264,-77.8487,27.42,78,92,1.49,JM,1731181891
480,meadow lakes,61.6247,-149.6011,2.33,62,20,5.66,US,1731181892
481,qaisumah,28.3112,46.1273,20.98,35,0,3.09,SA,1731181893
482,richards bay,-28.783,32.0377,20.67,89,100,6.87,ZA,1731181894
483,broken hill,-31.95,141.4333,15.15,50,92,4.92,AU,1731181895
484,ivins,37.1686,-113.6794,13.97,26,0,1.34,US,1731181760
485,moyynkum,44.2914,72.9469,4.76,86,83,2.64,KZ,1731181898
486,arteche,12.2645,125.4048,25.83,92,100,3.47,PH,1731181899
487,isheyevka,54.4167,48.2667,4.32,89,100,7.32,RU,1731181900
488,fyodorovka,53.6314,62.7078,0.56,97,100,9.37,KZ,1731181902
489,saint-joseph,-21.3667,55.6167,23.21,86,25,3.55,RE,1731181903
490,tutoia,-2.7619,-42.2744,27.15,78,26,6.41,BR,1731181904
491,chandbali,20.7833,86.7667,22.58,76,0,2.67,IN,1731181905
492,bukittinggi,-0.3091,100.3706,19.08,96,100,0.49,ID,1731181906
493,zouerate,22.7187,-12.4521,26.92,12,35,3.23,MR,1731181907
494,hultsfred,57.4882,15.8436,6.98,78,100,2.28,SE,1731181908
495,rethymno,35.3647,24.4714,15.65,69,100,3.13,GR,1731181909
496,val-de-reuil,49.2738,1.2102,10.81,100,100,1.54,FR,1731181910
497,cestos city,5.46,-9.5828,26.46,82,100,3.84,LR,1731181911
498,caibarien,22.5206,-79.4669,26.85,75,31,7.48,CU,1731181912
499,urucuca,-14.5931,-39.2844,26.35,77,50,2.65,BR,1731181914
500,fortaleza,-3.7227,-38.5247,29.07,65,20,7.2,BR,1731181744
501,westport,41.1415,-73.3579,12.86,26,0,5.66,US,1731181897
502,biloela,-24.4167,150.5,21.98,85,71,1.65,AU,1731181918
503,hobyo,5.3505,48.5268,26.93,77,11,5.7,SO,1731181919
504,mazagao,-0.115,-51.2894,32.6,42,100,3.49,BR,1731181920
505,purpe,64.4803,76.6897,-5.92,95,100,10.22,RU,1731181921
506,armacao de buzios,-22.7469,-41.8817,22.09,85,100,6.43,BR,1731181922
507,saint-leu,-21.15,55.2833,23.48,93,32,1.89,RE,1731181924
508,chernyshevskiy,63.0128,112.4714,-9.43,90,100,4.86,RU,1731181925
509,mpongwe,-13.5091,28.155,23.08,59,96,2.6,ZM,1731181926
510,imbituba,-28.24,-48.6703,20.19,59,29,5.31,BR,1731181927
511,odda,60.0691,6.5457,3.63,83,10,1.26,NO,1731181928
512,igarka,67.4667,86.5833,-11.53,88,100,6.47,RU,1731181929
513,novyy urengoy,66.0833,76.6333,-6.19,95,100,7.42,RU,1731181930
514,abalak,58.1286,68.5944,1.65,98,100,4.82,RU,1731181931
515,geraldton,-28.7667,114.6,13.23,82,0,4.63,AU,1731181932
516,omaruru,-21.4333,15.9333,22.38,37,11,2.45,NA,1731181933
517,pimenta bueno,-11.6725,-61.1936,31.04,55,80,1.77,BR,1731181934
518,mpika,-11.8343,31.4529,21.86,53,38,4.33,ZM,1731181935
519,vanimo,-2.6741,141.3028,25.32,87,35,0.98,PG,1731181937
520,kailua-kona,19.6406,-155.9956,28.49,73,20,3.09,US,1731181939
521,korla,41.7597,86.1469,7.35,63,12,0.36,CN,1731181941
522,ribas do rio pardo,-20.4431,-53.7592,31.62,38,15,2.75,BR,1731181942
523,champerico,14.3,-91.9167,28.78,73,59,2.85,GT,1731181943
524,flekkefjord,58.2971,6.6607,5.84,85,100,4.32,NO,1731181945
525,huarmey,-10.0681,-78.1522,21.81,73,43,4.53,PE,1731181946
526,patnos,39.2336,42.8634,2.35,42,10,0.71,TR,1731181947
527,pundong,-7.9522,110.3486,25.58,90,99,0.53,ID,1731181948
528,krasnyy yar,46.5331,48.3456,8.08,82,100,2.25,RU,1731181950
529,gadzhiyevo,69.2551,33.3362,2.79,76,100,11.57,RU,1731181951
530,kirakira,-10.4544,161.9205,27.18,85,63,3.27,SB,1731181952
531,kalkaman,51.9525,76.0211,-2.61,75,100,12.51,KZ,1731181953
532,cyangugu,-2.4846,28.9075,16.99,92,100,0.09,RW,1731181954
533,zaltan,32.947,11.8665,20.92,71,0,3.06,LY,1731181956
534,eloy,32.7559,-111.5548,21.34,26,0,1.18,US,1731181957
535,tokmok,42.8417,75.3016,2.17,78,64,1.0,KG,1731181958
536,dem'yanovo,60.3511,47.0842,2.36,87,100,6.71,RU,1731181959
537,tsiombe,-25.3,45.4833,22.7,87,13,0.84,MG,1731181960
538,churapcha,62.0025,132.4325,-17.84,99,94,1.1,RU,1731181961
539,khamis mushait,18.3064,42.7292,18.58,32,0,5.66,SA,1731181962
540,waingapu,-9.6567,120.2641,26.92,82,25,1.99,ID,1731181963
541,whakatane,-37.9585,176.9854,19.17,87,100,0.29,NZ,1731181964
542,taoudenni,22.6783,-3.9836,26.68,16,99,4.9,ML,1731181965
543,maudaha,25.6833,80.1167,23.41,48,0,1.48,IN,1731181966
544,edd,13.9297,41.6925,30.69,52,0,9.78,ER,1731181967
545,fort bragg,35.139,-79.006,21.01,39,0,5.14,US,1731181969
546,kabala,9.5833,-11.55,22.9,62,2,1.47,SL,1731181970
547,east london,-33.0153,27.9116,18.11,81,27,2.95,ZA,1731181971
548,sabratah,32.7933,12.4885,21.28,66,0,1.49,LY,1731181972
549,princeville,45.7668,-61.2985,3.06,76,100,9.26,CA,1731181973
550,dabhol,17.6,73.1667,24.14,60,0,2.38,IN,1731181974
551,toyokawa,34.8167,137.4,14.41,50,100,0.45,JP,1731181975
552,turkmenbasy,40.0222,52.9552,11.43,58,0,2.06,TM,1731181976
553,malabar,-33.9667,151.25,20.63,82,75,2.06,AU,1731181977
554,caleta de carquin,-11.0925,-77.6267,21.04,73,80,4.67,PE,1731181978
555,chupaca,-12.0667,-75.2833,12.09,69,100,1.23,PE,1731181979
556,kokpekty,48.75,82.4,-3.43,96,100,3.34,KZ,1731181981
557,tazacorte,28.629,-17.9293,26.75,31,20,4.02,ES,1731181982
558,mejit,10.2753,170.8646,28.56,77,99,10.03,MH,1731181983
559,araripina,-7.5761,-40.4983,32.45,30,89,3.51,BR,1731181984
560,cascais,38.6979,-9.4215,16.53,78,0,5.14,PT,1731181862
561,san pedro pochutla,15.7333,-96.4667,31.84,70,94,2.74,MX,1731181986
562,nosy varika,-20.5833,48.5333,22.99,82,0,3.24,MG,1731181987
563,corbelia,-24.7989,-53.3067,28.64,40,20,0.57,BR,1731181988
564,imeni morozova,59.9757,31.0376,3.35,96,8,2.61,RU,1731181990
565,plouzane,48.3833,-4.6167,13.03,94,100,2.06,FR,1731181991
566,chimore,-16.9833,-65.1333,35.39,36,39,0.59,BO,1731181993
567,eagle point,42.4726,-122.8028,15.11,54,85,1.05,US,1731181695
568,trairi,-3.2778,-39.2689,26.72,72,21,5.72,BR,1731181828
569,helena valley west central,46.6629,-112.0604,12.3,70,0,0.0,US,1731181996
570,sarmiento,-45.5882,-69.07,16.15,21,10,16.83,AR,1731181997
571,palikir - national government center,6.9248,158.1611,28.49,76,62,7.3,FM,1731181998
572,achinsk,56.2694,90.4993,-3.51,65,95,6.35,RU,1731181999
573,isna,25.2934,32.554,22.63,36,6,4.98,EG,1731182000
574,zeya,53.75,127.2667,-6.73,92,100,2.33,RU,1731182001
575,ola,59.5833,151.2833,-15.38,72,100,3.62,RU,1731182002
576,i-n-salah,27.1935,2.4607,23.96,22,44,2.65,DZ,1731182004
577,zuunmod,47.7069,106.9528,-13.43,45,0,0.91,MN,1731182005
578,lompoc,34.6391,-120.4579,23.07,27,0,2.06,US,1731182006
579,porto franco,-6.3383,-47.3992,36.36,33,92,2.33,BR,1731182007
580,hiratacho,35.4333,132.8167,8.98,87,96,4.63,JP,1731182008
581,vorkuta,67.5,64.0,-11.28,89,79,7.29,RU,1731182009
582,siwa oasis,29.2041,25.5195,20.73,40,29,3.02,EG,1731182010
583,ivdel',60.6911,60.4206,0.3,96,100,3.54,RU,1731182011
